번호,회사명,종목코드,폐지일자,폐지사유,비고
684,블루스톤,033720,2009-05-15,감사의견거절(계속기업으로서의 존속능력에 대한 불확실성),
683,케이엠에이치,009690,2009-05-13,감사의견 의견거절,
682,씨앤우방,013200,2009-05-13,감사의견 의견거절,
681,기린,006070,2009-05-13,감사의견 의견거절,
680,씨앤상선,000790,2009-05-13,감사의견 의견거절,
679,에스지신성건설,001970,2009-05-13,감사의견 의견거절,
678,C&중공업,008400,2009-05-13,감사의견 의견거절,
677,포넷,048270,2009-05-04,자본전액잠식,
676,코스모스피엘씨,053170,2009-04-30,자본전액잠식,
675,세신,004230,2009-04-30,감사의견 의견거절,
674,BHK,003990,2009-04-30,감사의견 의견거절,
673,3SOFT,036360,2009-04-29,감사의견거절(감사범위제한),
672,나노하이텍,071360,2009-04-29,감사의견거절(감사범위제한),
671,IC코퍼레이션,080570,2009-04-29,감사의견거절(감사범위제한),
670,IDH,026230,2009-04-29,감사범위 제한에 따른 감사의견 거절,
669,엑스씨이,081500,2009-04-29,감사의견거절(감사범위제한),
668,팬텀엔터그룹,025460,2009-04-29,감사범위 제한에 따른 감사의견 거절,
667,쿨투,056020,2009-04-29,감사의견거절(감사범위제한),
666,케이이엔지,077960,2009-04-29,감사의견거절(감사범위제한),
665,마이크로닉스,001190,2009-04-27,공시서류 미제출(사업보고서) 후 10일이내 미제출,
664,뉴켐진스템셀,036280,2009-04-24,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",
663,희훈디앤지,019640,2009-04-23,자본전액잠식,
662,트라이콤,038410,2009-04-23,법정제출기한까지 사업보고서를 제출하지 아니한 후 법정제출기한의 다음날부터 10일 이내에 사업보고서 미제출,
661,모빌링크,041310,2009-04-23,자본전액잠식,
660,H1바이오,052310,2009-04-23,3회 연속 자기자본 50%초과 법인세비용차감전계속사업손실,
659,KNS홀딩스,036760,2009-04-23,"감사의견거절(감사범위제한), 법정제출기한까지 사업보고서를 제출하지 아니한 후 법정제출기한의 다음날부터 10일 이내에 사업보고서 미제출",
658,GBS,076170,2009-04-22,감사의견 의견거절,
657,대웅바이오,016890,2009-04-20,피흡수합병,
656,PW제네틱스,065910,2009-04-18,감사의견거절(감사범위제한),
655,유리이에스,007050,2009-04-15,최종부도발생,
654,풀무원식품,103160,2009-04-13,지주회사의 완전자회사화(지주회사 신규상장),
653,우수씨엔에스,060550,2009-04-11,자본전액잠식,
652,에프아이투어,047370,2009-04-11,자본전액잠식,
651,산양전기,079870,2009-04-11,자본전액잠식,
650,미디어코프,053890,2009-04-11,자본전액잠식,
649,포이보스,038810,2009-04-11,자본전액잠식,
648,이노블루,066200,2009-04-11,"2년연속 매출액 30억원 미달, 자본전액잠식",
647,케이디세코,073780,2009-04-11,2회 연속 자본잠식률 50%이상,
646,디에스피,016040,2009-04-11,자본전액잠식,
645,도움,078610,2009-04-11,자본전액잠식,
644,동북아31호,093730,2009-03-13,신청에 의한 상장폐지,
643,위너스인프라인,005760,2009-02-19,감사의견 의견거절,
642,HK저축은행,007640,2009-02-03,상장폐지신청(2009.01.12),
641,아이레보,072430,2009-02-03,상장폐지신청(2009.01.12),
640,아이비진,039060,2008-12-20,최종부도,
639,현대경매부동산일호,083160,2008-12-08,존속기간 만료,
638,NAVER,035420,2008-11-28,유가증권시장 상장,NAVER
637,동북아27호,089170,2008-11-05,신청에 의한 상장폐지,
636,동북아30호,089200,2008-11-05,신청에 의한 상장폐지,
635,동북아29호,089190,2008-11-05,신청에 의한 상장폐지,
634,동북아28호,089180,2008-11-05,신청에 의한 상장폐지,
633,부국철강,026940,2008-10-14,유가증권시장 상장,부국철강
632,국민은행,060000,2008-10-10,지주회사의 완전자회사화(지주회사 신규상장),
631,세라온,050600,2008-09-09,2회연속 자본잠식률 50%이상,
630,굿리치경매2,088510,2008-08-25,해산 사유 발생,
629,베스트플로우,060410,2008-08-25,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만,
628,고려시멘트,003660,2008-08-20,해산 사유 발생,
627,코크렙제3호CR리츠,073530,2008-08-08,해산 사유 발생,
626,유레스메리츠제1호,073470,2008-08-04,해산 사유 발생,
625,디씨씨,034750,2008-07-12,2분기 연속 거래실적부진사유 미해소,
624,한통데이타,045760,2008-06-13,감사의견거절(감사범위제한),
623,한도하이테크,060660,2008-05-03,감사의견거절(감사범위제한),
622,조이토토,044370,2008-05-03,감사의견거절(감사범위제한),
621,두림티앤씨,033330,2008-05-03,감사의견거절(감사범위제한),
620,에너윈,055970,2008-05-03,감사의견거절(감사범위제한),
619,플래닛82,057330,2008-04-23,최근 3사업연도 연속 자기자본 대비 50% 초과 법인세 비용차감전계속사업손실 발생,
618,청람디지탈,035270,2008-04-23,법정제출기한까지 사업보고서를 제출하지 아니한 후 법정제출기한의 다음날부터 10일 이내에 사업보고서 미제출,
617,한텔,041940,2008-04-23,2연속 자본잠식률 50% 이상,
616,에스와이,004530,2008-04-22,감사의견 의견거절,
615,LG유플러스,032640,2008-04-21,유가증권시장 상장,LG유플러스
614,리얼티코리아제1호,072450,2008-04-18,존속기간 만료,
613,UC아이콜스,065810,2008-04-17,"자본전액잠식, 2회연속 자본잠식률 50%이상, 2회연속 자기자본 10억원 미만",
612,모델라인,064720,2008-04-12,"자본전액잠식,최근3사업연도 연속 자기자본 대비 50%초과 법인세차감전계속사업손실",
611,퓨쳐비젼,042570,2008-04-12,자본전액잠식,
610,엔토리노,032590,2008-04-12,자본전액잠식,
609,시큐리티KOR,066330,2008-04-12,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만,
608,오브제,058680,2008-04-10,피흡수합병,
607,아시아나항공,020560,2008-03-28,유가증권시장 상장,아시아나항공
606,우영,012460,2008-03-13,최종부도,
605,LG석유화학,012990,2007-11-15,해산 사유 발생,
604,유나이티드,033270,2007-10-23,유가증권시장 상장,유나이티드
603,신한카드,032710,2007-10-10,지주회사의 완전자회사화(지주회사 신규상장),
602,AP우주통신,015670,2007-09-12,감사의견 의견거절,
601,씨엔씨엔터,038420,2007-08-29,2회연속 자본잠식률 50% 이상 및 자기자본 10억원 미만,
600,카스코,005330,2007-06-20,해산 사유 발생,
599,코오롱유화,011020,2007-06-15,해산 사유 발생,
598,동부일렉트로닉스,001830,2007-05-21,해산 사유 발생,
597,코크렙1호부동산투자,067910,2007-05-10,해산 사유 발생,
596,이레전자산업,045310,2007-05-08,자본전액잠식,
595,팬택자산관리,025930,2007-04-25,자본전액잠식,
594,한국합섬,025830,2007-04-25,감사의견 부적정,
593,삼보컴퓨터,014900,2007-04-25,자본전액잠식,
592,팬택앤큐리텔,063350,2007-04-25,자본전액잠식,
591,제이엠피,054790,2007-04-24,감사의견거절,
590,엠텍반도체,054440,2007-04-13,자본전액잠식,
589,예일바이오텍,054250,2007-04-11,"감사의견거절, 자본전액잠식, 2년 연속 자본잠식률 50% 이상",
588,시큐어소프트,037060,2007-04-04,재감사보고서상 감사의견거절,
587,굿리치경매1,085450,2007-01-26,해산 사유 발생,
586,교보메리츠,064900,2006-12-28,존속기간 만료,
585,동신제약,006600,2006-11-22,해산 사유 발생,
584,한일약품공업,003040,2006-11-21,해산 사유 발생,
583,코스맥스비티아이,044820,2006-11-13,유가증권시장 상장,코스맥스비티아이
582,하나IB,003330,2006-10-26,지주회사의 완전자회사화(지주회사 신규상장),
581,VK,048760,2006-07-22,최종부도,
580,코오롱인터내셔널,063510,2006-07-21,해산 사유 발생,
579,씨크롭,016970,2006-07-13,감사의견 의견거절,
578,엘케이엔씨,047420,2006-07-13,감사의견 범위제한 의견거절,
577,우진플라임,049800,2006-05-24,유가증권시장 상장,우진플라임
576,신세계I&C,035510,2006-05-18,유가증권시장 상장,신세계I&C
575,대한바이오링크,041500,2006-04-25,2사업연도 연속 매출액 30억원 미달(상장폐지사유일 : 2006년 04월 10일),
574,휘튼,066480,2006-04-25,감사의견거절(상장폐지사유발생일 : 2006년 4월 10일),
573,CJ엔터테인,049370,2006-04-20,피흡수합병,
572,에스피컴텍,039110,2006-04-15,2사업연도 연속 매출액 30억원 미달(상장폐지사유 발생일 : 2006년 03월 31일),
571,세니콘,056060,2006-04-08,감사범위제한으로 인한 의견거절(상장폐지사유 발생일 : 2006년 03월 27일),
570,유진종합개발,023420,2005-12-31,피흡수합병,
569,인터피온반도체,014010,2005-12-28,감사의견 의견거절,
568,한국파트너스,019560,2005-12-24,상장폐지신청(2005.12.21),
567,하나은행,002860,2005-12-12,지주회사의 완전자회사화(지주회사 신규상장),
566,피케이엘,039870,2005-11-09,상장폐지신청(2005.10.14),
565,아이티센네트웍스,057110,2005-10-22,"최근사업연도말 현재 자본잠식률 100분의50이상의 사유로 관리종목지정된 후, 최근 반기말기준으로 감사의견거절 및 반기말 자본잠식률이 100분의 50 이상",
564,알루코,021570,2005-10-13,최종부도(상장폐지사유 발생일 : 2005년 09월 27일),
563,코크렙II,070540,2005-09-15,해산 사유 발생,
562,이지클럽,038980,2005-09-10,최근사업연도말 기준 자본잠식률 100분의 50이상의 사유로 관리종목지정 후 법정제출기한 다음날로부터 10일이내 반기보고서 미제출,
561,파워넷,037030,2005-08-31,최근사업연도말 현재 자본잠식률 100분의50이상의 사유로 관리종목지정 후 최근 반기말 현재 자본잠식률이 100분의 50이상,파워넷
560,퍼시픽글라스,009080,2005-08-17,해산 사유 발생,
559,케이티씨텔레콤,055810,2005-08-13,최종부도(상장폐지사유 발생일 : 2005년 07월 29일),
558,신광기업,001580,2005-08-05,감사의견 의견거절,
557,극동전선,006250,2005-07-18,보통주 거래량요건 미충족(월평균거래량 1/100미만) 2분기 계속,
556,산은캐피탈,008270,2005-06-16,신청에 의한 상장폐지,
555,미래코리아1,042950,2005-06-04,존립기간의 만료,
554,아이텍스필,008030,2005-06-02,최종부도(상장폐지사유 발생일 : 2005년 05월 02일),
553,이수세라믹,032180,2005-05-25,상장폐지신청(2005.04.28),
552,지누스,013890,2005-05-18,자본전액잠식,지누스
551,삼호개발,010960,2005-05-12,유가증권시장 상장,삼호개발
550,현주컴퓨터,038960,2005-05-11,최종부도(상장폐지사유 발생일 : 2005년 04월 25일),
549,남성알미늄,033220,2005-05-04,주식분산기준 미달 2년 연속,
548,범양사,002480,2005-05-04,주식분산기준 미달 2년 연속,
547,보진재,030950,2005-04-30,경상손실 및 시가총액 50억원 미달 2회 연속(상장폐지사유 발생일 : 2005년 4월 15일),
546,KEPS,046810,2005-04-30,경상손실 및 시가총액 50억원 미달 2회 연속(상장폐지사유 발생일 : 2005년 4월 15일),
545,대아리드선,009940,2005-04-28,자본전액잠식,
544,경남모직,001670,2005-04-28,회사정리절차 법인의 상장적격성 불인정,
543,모토조이,008120,2005-04-28,자본전액잠식,
542,솔빛미디어,044440,2005-04-26,감사의견거절(상장폐지사유 발생일 : 2005년 04월 11일),
541,후야인포넷,032050,2005-04-26,자본전액잠식(상장폐지사유 발생일 : 2005년 04월 11일),
540,택산아이엔씨,036900,2005-04-23,감사의견거절,
539,스탠다드차타드은행,000110,2005-04-22,신청에 의한 상장폐지,
538,맥슨텔레콤,009890,2005-04-21,자본전액잠식,
537,에스오케이,032610,2005-04-21,감사의견거절(상장폐지사유 발생일 : 2005년 04월 06일),
536,BET,036820,2005-04-21,감사범위제한 한정(상장폐지사유 발생일 : 2005년 03월 21일),
535,하우리,049130,2005-04-20,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),
534,한국컴퓨터지주,009760,2005-04-19,보통주 주식분포요건 미충족(일반주주 주식수 10/100미만) 2년 계속,
533,케이엔티,036590,2005-04-16,자본전액잠식(상장폐지사유발생일 : 2005년 03월 31일),
532,셰프라인,012250,2005-04-15,감사의견 의견거절,
531,베네데스하이텍,009360,2005-04-15,감사의견 의견거절,
530,센추리,006750,2005-04-14,감사의견 의견거절,
529,창민테크,042960,2005-04-13,감사의견거절(상장폐지사유 발생일 : 2005년 03월 28일),
528,업필,054370,2005-04-12,감사의견거절(상장폐지사유 발생일 : 2005년 03월 26일),
527,넥스텔,037220,2005-04-09,최종부도(상장폐지사유 발생일 : 2005년 03월 24일),
526,한메NS,006150,2005-04-08,회사정리절차 개시 신청,
525,아이엠아이티,038100,2005-04-08,감사의견거절(상장폐지사유 발생일 : 2005년 03월 23일),
524,텔슨정보통신,018180,2005-04-07,감사의견거절(상장폐지사유 발생일 : 2005년 03월 22일),
523,슈마,056500,2005-04-05,감사의견거절(상장폐지사유 발생일 : 2005년 03월 22일),
522,성진산업,037650,2005-04-05,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),
521,한아시스템,036020,2005-04-02,감사의견 부적정(상장폐지사유 발생일 : 2005년 03월 21일),
520,엔에스아이,053250,2005-04-02,감사의견거절(상장폐지사유 발생일 : 2005년 03월 19일),
519,지니웍스,036600,2005-04-02,감사의견거절(상장폐지사유 발생일 : 2005년 03월 18일),
518,맥시스템,036880,2005-03-31,감사의견거절(상장폐지사유 발생일 : 2005년 03월 16일),
517,신동방CP,004660,2005-03-30,신청에 의한 상장폐지,
516,우주통신,054080,2005-03-30,감사의견거절(상장폐지사유 발생일 : 2005년 03월 15일,
515,동방라이텍,025690,2005-03-12,감사의견거절(상장폐지사유 발생일 : 2005년 02월 24일),
514,세원화성,007910,2005-02-24,신청에 의한 상장폐지,
513,굿라이프5-MF,037500,2005-02-24,간접투자자산운용업법 제110조(구 증권투자회사법 제64조)에 의한 해산사유발생,
512,지에스엔텍,037640,2005-01-24,최종부도(등록취소사유발생일 : 2005년 1월 7일),
511,현대멀티캡,035910,2005-01-19,최종부도(등록취소사유발생일: 2005년 1월 4일),
510,그로웰전자,009220,2005-01-19,액면가액일정비율미만(취소사유발생일 : 2005년 01월 04일),
509,그로웰텔레콤,035780,2005-01-11,액면가액일정비율미만(취소사유발생일 : 2004년 12월 24일),
508,중앙제지,005600,2005-01-06,최종부도발생,
507,신한금융투자,008670,2005-01-05,지주회사의 완전자회사화(지주회사 신규상장),
506,부산저축은행,007830,2004-12-31,자진등록취소,
505,넥상스코리아,003050,2004-12-22,신청에 의한 상장폐지,
504,세아메탈,033020,2004-12-20,자진등록취소,
503,옥션,043790,2004-12-06,자진등록취소,
502,대백저축은행,026970,2004-11-05,액면가액일정비율미만(취소사유발생일 : 2004년 10월 21일),
501,상신브레이크,041650,2004-10-27,증권거래소 상장,상신브레이크
500,영창악기제조,001890,2004-10-26,최종부도발생,
499,천지산업,001490,2004-10-22,자본전액잠식,
498,한신코퍼,037120,2004-10-21,감사의견 거절(취소사유발생일 : 2004년 9월 30일),
497,대아건설,000380,2004-10-21,피흡수합병(합병기일 : '04.9.22),
496,극동제혁,010200,2004-10-18,해산 사유 발생,
495,테크메이트,043690,2004-10-16,최종부도(취소사유발생일: 2004년 10월 1일),
494,한마음저축은행,025450,2004-10-07,감사의견부적정(취소사유발생일 : 2004년 9월 17일),
493,한강기금,036060,2004-10-01,존속기간 만료,
492,인팩,023810,2004-09-21,한국증권거래소 상장,인팩
491,일화모직공업,001590,2004-09-02,보통주 시가총액미달,
490,하이콤,048540,2004-08-18,액면가액일정비율미만(취소사유발생일 : 2004년 8월 3일),
489,덴소풍성,047060,2004-08-14,거래실적부진(취소사유발생일 : 2004년 7월 30일),
488,모디아,046000,2004-08-11,감사의견부적정(취소사유발생일 : 2004년 3월 27일),
487,텔슨전자,027350,2004-08-10,최종부도(취소사유발생일: 2004년 7월 26일),
486,금강화섬,010730,2004-07-22,최종부도발생,
485,광덕물산,003590,2004-07-21,감사의견 부적정,
484,동아정기,012760,2004-07-16,최종부도발생,
483,한국씨티은행,016830,2004-07-13,신청에 의한 상장폐지,
482,신한은행,000010,2004-07-02,지주회사의 완전자회사화(지주회사 신규상장),
481,부흥,003930,2004-06-29,감사의견 의견거절,
480,우리증권,001280,2004-06-24,지주회사의 완전자회사화(지주회사 신규상장),
479,대백쇼핑,027700,2004-06-18,액면가액일정비율(30%)미달로 인한 관리종목지정후 90일(매매일기준)간의 기간이 경과하는 동안에 종가가 동 비율이상인 일수가 30일이상일 것을 충족하지 아니함 (취소사유발생일 : 2004년 6월 3일),
478,호성,035870,2004-06-12,최종부도(취소사유발생일 : 2004년 5월 28일),
477,세원텔레콤,036910,2004-06-01,회사정리절차 개시신청 (취소사유발생일 : 2004년 5월 3일),
476,남양,003020,2004-05-28,보통주 시가총액미달,
475,대호,001980,2004-05-22,최종부도발생,
474,대흥멀티통신,037250,2004-05-11,최종부도(취소사유발생일 : 2004년 4월 23일),
473,두산건설,002950,2004-05-10,해산 사유 발생,
472,삼도물산,002930,2004-05-08,감사의견 의견거절,
471,모닷텔,048150,2004-04-29,최종부도(취소사유발생일 : 2004년 4월 13일),
470,KTF,032390,2004-04-29,증권거래소 상장,
469,디와이홀딩스,004510,2004-04-28,영업활동정지 6월 계속,
468,이마트에브리데이,010090,2004-04-24,자본전액잠식,
467,한국코아,010150,2004-04-23,감사의견 의견거절,
466,영풍산업,002850,2004-04-23,감사의견 의견거절,
465,트래픽아이티에스,038050,2004-04-22,감사의견거절(취소사유발생일 : 2004년 3월 30일),
464,3R,037730,2004-04-22,자본전액잠식(취소사유발생일 : 2004년 4월 6일),
463,코리아이앤디,027440,2004-04-14,감사의견거절(취소사유발생일 : 2004년 3월 29일),
462,엔써,037750,2004-04-13,감사의견거절(취소사유발생일 : '04.3.29),
461,써미트,039000,2004-04-13,감사의견거절(취소사유발생일 : '04.3.26),
460,윌텍정보통신,039390,2004-04-09,감사의견거절(취소사유발생일 : 2004년 3월 24일),
459,월드텔레콤,047610,2004-04-08,감사의견거절(취소사유발생일 : 2004년 3월 23일),
458,넷컴스토리지,037010,2004-04-08,감사의견거절(취소사유발생일 : 2004년 3월 23일),
457,한빛네트,036720,2004-04-08,감사의견거절(취소사유발생일 : 2004년 3월 23일),
456,피코소프트,039580,2004-04-07,감사의견거절(취소사유발생일:2004년 3월 22일),
455,엠바이엔,031970,2004-04-07,감사의견거절(취소사유발생일:2004년 3월 22일),
454,바이오시스,035960,2004-04-07,감사의견거절(취소사유발생일:2004년 3월 22일),
453,신한에스아이티,054530,2004-04-03,감사의견거절(취소사유발생일 : 2004년 3월 20일),
452,디이시스,053200,2004-04-03,감사의견거절(취소사유발생일 : 2004년 3월 22일),
451,엔플렉스,040130,2004-04-03,감사의견거절(취소사유발생일 : 2004년 3월 20일),
450,동서정보기술,055000,2004-04-03,감사의견거절(취소사유발생일 : 2004년 3월 19일),
449,스마텔,004190,2004-03-31,감사의견 의견거절,
448,삼화기연,033210,2004-03-31,감사의견거절(취소사유발생일 : 2004년 3월 15일),
447,리더컴,056140,2004-03-30,감사의견거절(취소사유발생일 : 2004년 3월 15일),
446,씨모스,037600,2004-03-24,감사의견거절(취소사유발생일:2004년 3월 9일),
445,외환신용카드,038400,2004-03-16,해산 사유 발생,
444,해태유업,003900,2004-03-11,감사의견 의견거절,
443,미래셀렉티브-MF,052540,2004-03-08,증권투자회사법 제64조에 의한 해산사유 발생,
442,기라정보통신,019930,2004-02-12,화의절차 개시 신청 각하,
441,한일,022610,2004-02-07,자진등록취소,
440,KNC,018590,2004-01-24,최종부도발생,
439,미래에셋오리엔탈혼합,067700,2004-01-05,증권투자회사법 제64조에 의한 해산사유 발생,
438,범양식품,008750,2003-12-27,보통주 시가총액 미달(25억미만 30일 계속) 후 60일간 25억미만 연속10일 이상,
437,기업은행,024110,2003-12-24,증권거래소 상장,기업은행
436,케미그라스,021090,2003-12-20,자진등록취소,
435,스타리스,018020,2003-11-18,보통주 주가수준 미달(액면가 20/100미만 30일 계속) 후 60일간 20/100미만 연속 10일 이상,
434,i 인프라,008780,2003-11-08,액면가액일정비율 미달,
433,일진,010510,2003-11-05,해산 사유 발생,
432,애드모바일,032600,2003-10-30,자본전액잠식(2년),
431,동신,012270,2003-10-23,보통주 주가수준 미달(액면가 20/100미만 30일 계속) 후 60일간 20/100미만 연속 10일 이상,
430,화림모드,045920,2003-10-17,최종부도 및 은행거래정지 (취소사유발생일: '03.10.1),
429,극동건설,000980,2003-10-15,신청에 의한 상장폐지,
428,으뜸저축은행,032150,2003-10-15,2사업년도 연속 자본잠식률 50% 이상(취소사유 발생일 : '03.9.29),
427,국민카드,031150,2003-10-10,피흡수 합병 (합병기일 : '03.9.30),
426,이수페타시스,007660,2003-10-07,증권거래소 상장,이수페타시스
425,엘아이지건설(주),012720,2003-10-02,보통주 주가수준 미달(액면가 20/100미만 30일 계속) 후 60일간 20/100미만 연속 10일 이상,
424,서통,001150,2003-10-02,최종부도발생,
423,휴닉스,009790,2003-10-02,보통주 주가수준 미달(액면가 20/100미만 30일 계속) 후 60일간 20/100미만 연속 10일 이상,
422,한일합섬,003980,2003-09-24,보통주 주가수준 미달(액면가 20/100미만 30일 계속) 후 60일간 20/100미만 연속 10일 이상,
421,드림라인,035430,2003-09-19,액면가액일정비율미달,
420,강원랜드,035250,2003-09-04,증권거래소 상장,강원랜드
419,동원증권,005890,2003-07-21,지주회사의 완전자회사화(지주회사 신규상장),
418,타임,046930,2003-07-04,피흡수합병 (합병기일: '03.7.1),
417,SBS,034120,2003-06-25,증권거래소 상장,SBS
416,다산씨앤아이,037200,2003-06-19,최종부도 및 은행거래정지 (취소사유발생일: 2003년 6월 3일),
415,마이다스페안,045280,2003-06-11,증권투자회사법 제64조에 의한 해산사유 발생,
414,파이오니어2-MF,045070,2003-05-23,증권투자회사법 제64조에 의한 해산사유 발생,
413,유리프론티어-MF,045550,2003-05-23,증권투자회사법 제64조에 의한 해산사유 발생,
412,엔씨소프트,036570,2003-05-22,증권거래소 상장,엔씨소프트
411,계몽사,011840,2003-05-16,최종부도발생,
410,경향건설,002050,2003-05-10,감사의견 의견거절,
409,마이차익3호-MF,067410,2003-05-08,증권투자회사법 제64조에 의한 해산사유 발생,
408,이론테크,034980,2003-04-30,최종부도 및 은행거래정지 (취소사유발생일 : 2003년 4월 15일),
407,테라,032780,2003-04-25,사업보고서 미제출 (취소사유발생일 : 2003년 4월 10일),
406,JS전선,005560,2003-04-24,자본전액잠식 2년 계속,
405,벨로체피아노,040750,2003-04-24,감사의견 거절(취소사유발생일: '03.4.9),
404,갑을,009840,2003-04-16,감사의견 의견거절,
403,코리아링크,037410,2003-04-16,감사의견거절 및 최종부도 (취소사유발생일 : 2003년 4월 1일),
402,라미화장품,010330,2003-04-16,자본전액잠식 2년 계속,
401,광주은행,005770,2003-04-16,보통주 주식분포요건 미충족 2년 계속,
400,경남은행,006610,2003-04-16,보통주 주식분포요건 미충족 2년 계속,
399,어플라이드,053960,2003-04-15,감사의견거절(취소사유발생일: 2003년 4월 1일),
398,올에버,034970,2003-04-15,감사의견거절(취소사유발생일 : 2003년 3월 31일),
397,리타워텍,020860,2003-04-11,감사의견거절(취소사유발생일 : 2003년 3월 27일),
396,KTB벤처2-MF,039370,2003-04-05,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
395,스탠더드텔레,027890,2003-04-05,감사의견부적정(취소사유발생일:2003년 3월 21일),
394,뉴씨앤씨,045240,2003-04-04,감사의견거절(취소사유발생일:2003년 3월 20일),
393,태영텔스타,060840,2003-04-02,감사의견거절 (취소사유발생일 : 2003년 3월 18일),
392,시스컴,037280,2003-03-29,최종부도 및 은행거래정지 (취소사유발생일 : 2003년 3월 14일),
391,LGEI,002610,2003-03-11,해산 사유 발생,
390,화인썬트로닉스,038520,2003-03-07,최종부도 및 은행거래정지 (취소사유발생일: 2003.2.20),
389,태경케미컬,006890,2003-01-28,한국증권거래소 상장,태경케미컬
388,유리크레디트회사채혼,051990,2003-01-21,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
387,하이트진로,000080,2003-01-10,감사의견 의견거절,하이트진로
386,KTB벤처1-MF,038370,2003-01-10,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
385,벤처코스닥,038280,2003-01-10,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
384,주은리스,030970,2002-12-21,액면가액일정비율 미달로 연속하여 10일간 지속,
383,하나은행_피흡수,007360,2002-12-13,해산 사유 발생,
382,정산애강,022220,2002-12-05,최종부도 및 은행거래정지,정산애강
381,GPS,014040,2002-11-29,회사정리절차 폐지 결정,
380,소프트윈,049790,2002-11-28,최종부도 및 은행거래정지,
379,글로벌파워,064910,2002-11-27,증권투자회사법 제64조의 규정에 의한 해산사유의 발생,
378,세림아이텍,033040,2002-11-26,"신고,공시의무를 위반하여 투자유의종목으로 지정된 후 1년이내에 불성실공시법인으로 지정 및 최근 2년간 3회 이상 불성실공시법인으로 지정",
377,심스밸리,042470,2002-11-16,최종부도 및 은행거래정지,
376,코닉스,017210,2002-11-14,최종부도 및 은행거래정지,
375,마니커,027740,2002-10-29,한국증권거래소 상장,마니커
374,세화기술투자,021740,2002-10-24,피흡수합병,
373,삼애인더스,009330,2002-10-22,감사의견 의견거절,
372,S&T홀딩스,036530,2002-10-22,한국증권거래소 상장,S&T홀딩스
371,유니씨앤티,040780,2002-10-18,최종부도 및 은행거래정지,
370,카리스소프트,024080,2002-10-17,최근 2년간 3회이상 불성실공시법인으로 지정,
369,아이씨켐,020490,2002-10-11,최종부도 및 은행거래정지,
368,대양상호신용금고,013250,2002-10-04,해산 사유 발생,
367,세종공업,033530,2002-09-25,한국증권거래소 상장,세종공업
366,마이다스차익거래안정,060580,2002-09-14,증권투자회사법 제64조의 규정에 의한 해산사유 발생,
365,미래에셋프리미어혼합,063680,2002-08-19,증권투자회사법 제64조의 규정에 의한 해산사유 발생,
364,리젠트화재보험,001030,2002-08-10,감사의견 의견거절,
363,옵셔널벤처스,022780,2002-07-31,감사범위 제한으로 인한 한정의견,
362,경남리스,021930,2002-07-19,피흡수합병,
361,교보증권,030610,2002-07-18,증권거래소 상장,교보증권
360,디지텔,037740,2002-07-08,최종부도 및 은행거래정지,
359,유리세이프롱숏채권혼,058910,2002-07-03,증권투자회사법 64조에 의한 해산사유 발생,
358,신세계건설,034300,2002-06-17,증권거래소 상장,신세계건설
357,한빛전자통신,044570,2002-06-07,감사의견거절 및 법정제출기한 익일로부터 30일이내에 사업보고서 미제출,
356,우신시스템,017370,2002-05-28,증권거래소 상장,우신시스템
355,선진금속,018570,2002-05-21,자본전액잠식 2년 계속,
354,미래에셋P.B.2호펀드,066030,2002-05-21,증권투자회사법 64조에 의한 해산사유 발생,
353,파이오니어,035030,2002-05-18,증권투자회사법 64조에 의한 해산사유 발생,
352,케이디엠,027560,2002-05-03,기타 등록취소,
351,서광,003260,2002-04-30,자본전액잠식 2년 계속,
350,메디슨,018360,2002-04-27,감사의견 의견거절,
349,우리은행,000030,2002-04-27,신청에 의한 상장폐지,
348,대농,001110,2002-04-27,자본전액잠식 2년 계속,
347,동국무역,004420,2002-04-27,자본전액잠식 2년 계속,
346,대선주조,004110,2002-04-27,자본전액잠식 2년 계속,
345,알루코,001780,2002-04-27,감사의견 의견거절,알루코
344,환영철강공업,012670,2002-04-27,자본전액잠식 2년 계속,
343,이트로닉스,013090,2002-04-27,감사의견 의견거절,
342,아이넥스,008440,2002-04-23,감사의견 의견거절,
341,세이에이스혼합형펀드,052520,2002-04-23,증권투자회사법 64조에 의한 해산사유 발생,
340,마이다스차익거래혼합,053530,2002-04-23,증권투자회사법 64조에 의한 해산사유 발생,
339,SK인천정유,006290,2002-04-23,감사의견 의견거절,
338,삼미,002580,2002-04-20,감사의견 부적정,
337,휴먼이노텍,013630,2002-04-20,기타 등록취소,
336,청구,011510,2002-04-20,감사의견 의견거절,
335,동성,002470,2002-04-20,감사의견 부적정,
334,대일화학공업,003110,2002-04-19,감사의견 의견거절,
333,대우통신,005060,2002-04-19,감사의견 의견거절,
332,포스닉,008480,2002-04-19,감사의견 의견거절,
331,한보철강공업,001920,2002-04-19,감사의견 의견거절,
