"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
dart_ProceedsFromLongTermBorrowings,장기차입금의 증가,Proceeds from long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 증가,273094639.0,11484855977.0,
dart_RepaymentsOfLongTermBorrowings,장기차입금의 상환,Repayments of long term borrowings,현금흐름표 [abstract],재무활동현금흐름,장기차입금의 상환,2894899085.0,,9800000000.0
entity00155692_udf_CF_201833085451505_CashFlowsFromUsedInFinancingActivities,유동성장기부채의 상환,Repayment of long-term long-term liabilities,현금흐름표 [abstract],재무활동현금흐름,유동성장기부채의 상환,-7075000010.0,-10540901732.0,-20457636606.0
dart_DecreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 감소,Decrease in guarantee deposits as financial activities,현금흐름표 [abstract],재무활동현금흐름,임대보증금의 감소,248087000.0,,
dart_ProceedsFromBonds,사채의 증가,Proceeds from bonds,현금흐름표 [abstract],재무활동현금흐름,사채의 증가,,,10902100000.0
dart_RepaymentsOfBonds,사채의 상환,Repayments of bonds,현금흐름표 [abstract],재무활동현금흐름,사채의 상환,883588800.0,6347943100.0,20495492680.0
dart_AcquisitionOfTreasuryShares,자기주식의 취득,Acquisition of treasury shares,현금흐름표 [abstract],재무활동현금흐름,자기주식의 취득,,,3860630000.0
ifrs-full_ProceedsFromGovernmentGrantsClassifiedAsFinancingActivities,정부보조금의 수취,Proceeds from government grants,현금흐름표 [abstract],재무활동현금흐름,정부보조금의 수취,,,50000000.0
dart_RepaymentForGovernmentGrantsClassifiedAsFinancingActivities,정부보조금의 상환,Repayment for government grants classified as financing activities,현금흐름표 [abstract],재무활동현금흐름,정부보조금의 상환,,2141018000.0,
entity00155692_udf_CF_2018512163813449_CashFlowsFromUsedInFinancingActivities,중단영업부문 재무현금흐름,Cash flows from (used in) financing activities from,현금흐름표 [abstract],재무활동현금흐름,중단영업부문 재무현금흐름,,,-55377884.0
entity00155692_udf_CF_201811121552478_CashFlowsFromUsedInFinancingActivities,파생상품거래로인한현금유출,Declusions in derivatives trading,현금흐름표 [abstract],재무활동현금흐름,파생상품거래로인한현금유출,,,-102754400.0
ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,금융리스부채의 지급,Payments of finance lease liabilities,현금흐름표 [abstract],재무활동현금흐름,금융리스부채의 지급,4962799892.0,,
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,현금및현금성자산에 대한 환율변동효과,Effect of exchange rate changes on cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산에 대한 환율변동효과,,53572654.0,-8163734008.0,-478503193.0
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의순증가(감소),Net increase (decrease) in cash and cash equivalents,현금흐름표 [abstract],현금및현금성자산의순증가(감소),,18353199902.0,-20955874900.0,683536239.0
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,Cash and cash equivalents at beginning of period,현금흐름표 [abstract],기초현금및현금성자산,,19321855003.0,40277729903.0,39594193664.0
dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,Cash and cash equivalents at end of period,현금흐름표 [abstract],기말현금및현금성자산,,37675054905.0,19321855003.0,40277729903.0
